StateName,StateCode,DistrictName,DistrictCode,SubDistrictName,SubDistrictCode,Constituency,VillageName,VillageCode,Year,Month,Count,Min,Max,Mean,Median
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Lamagaon ,00001100,2013,3,20,-5.0161,4.9828,-0.9577,-1.2717
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Lamagaon ,00001100,2013,4,12,-8.6757,3.1475,-1.5703,-1.2969
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Lamagaon ,00001100,2013,9,16,-2.8222,6.8214,0.0530,-0.5194
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Lamagaon ,00001100,2013,10,23,-4.2727,3.9048,-0.2385,-0.0732
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Lamagaon ,00001100,2013,11,29,-7.6868,2.0426,-1.8680,-1.9186
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Lamagaon ,00001100,2013,12,25,-3.5758,4.3163,0.3656,0.5960
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2008,1,25,-5.3529,5.0882,0.4533,0.6667
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2008,2,24,-8.9420,10.7125,-0.8410,0.1475
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2008,3,18,-7.6667,10.0000,0.2142,-0.6907
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2008,4,4,-0.8889,0.0769,-0.5038,-0.6016
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2008,9,6,-0.8571,6.0278,1.9293,1.4527
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2008,10,20,-3.3539,4.6163,0.8257,0.7653
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2008,11,29,-5.7241,3.2065,-0.3876,0.2581
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2008,12,24,-6.5978,4.9286,0.8573,0.8501
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2009,1,29,-6.6049,6.3125,0.0239,0.2069
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2009,2,19,-8.2542,4.6452,-0.9813,-0.2745
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2009,3,3,-2.0577,1.3864,-0.1554,0.2051
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2009,9,4,-2.6250,0.4000,-1.2719,-1.4314
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2009,10,17,-3.2533,5.1857,0.3405,0.0962
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2009,11,24,-4.5070,3.4211,-0.1017,0.0168
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2009,12,20,-2.8267,3.1429,-0.1451,-0.3194
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2010,1,31,-7.5333,5.0760,-1.2133,-1.1400
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2010,2,21,-2.7042,7.2766,0.7314,0.3636
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2010,3,17,-4.4651,2.4342,-1.3211,-1.9180
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2010,4,9,-3.2593,6.2759,0.5410,-0.0370
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2010,9,10,-1.8675,5.5556,1.5887,0.6968
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2010,10,22,-7.1685,5.4419,-0.3067,0.4825
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2010,11,29,-4.5357,15.6264,1.9896,2.5765
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2010,12,28,-5.5400,4.4194,-0.3928,-0.3879
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,1,30,-4.2680,17.1868,0.9641,0.3382
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,2,24,-5.3478,12.4857,0.9073,0.1250
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,3,23,-4.9242,9.9600,0.1130,0.1231
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,4,16,-3.3509,6.1765,-0.1372,-0.2975
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,8,2,0.8182,0.8333,0.8257,0.8258
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,9,14,-1.9535,5.2000,1.0679,0.5025
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,10,25,-3.9888,4.2118,0.1012,-0.2000
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,11,24,-2.8101,5.5000,0.7101,0.3442
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2011,12,29,-4.5895,4.0625,-0.1350,0.3409
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,1,29,-2.2917,5.0978,1.3321,1.3265
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,2,25,-6.5667,14.2152,-0.8738,-1.2561
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,3,22,-5.0118,11.7971,0.1250,-0.7196
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,4,16,-2.5283,8.3774,0.8157,0.3768
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,8,3,-2.5122,8.5588,4.3349,6.9583
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,9,16,-2.8000,11.1687,0.8116,0.1762
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,10,27,-5.5833,6.8961,0.2343,-0.4040
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,11,29,-7.0435,8.0000,0.7001,0.4149
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2012,12,31,-7.3571,10.4500,-0.0880,0.3737
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2013,1,31,-5.1600,3.4141,-0.7415,-0.8261
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2013,2,24,-5.1882,3.6809,0.2566,0.3401
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2013,3,20,-5.0161,5.9828,-0.6830,-0.9939
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2013,4,12,-8.6757,3.1475,-2.0703,-1.2069
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2013,9,17,-2.3448,6.8214,0.6617,-0.0612
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2013,10,22,-4.2727,6.5376,0.9126,0.4887
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2013,11,29,-7.6868,7.5422,-1.2128,-1.3043
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Relling ,00001200,2013,12,25,-3.3674,6.3163,0.6456,0.4796
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2008,1,25,-4.6957,5.1149,0.6933,0.6203
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2008,2,26,-7.3793,10.7125,0.2056,0.4482
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2008,3,19,-7.6667,11.0000,-0.1619,-0.8800
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2008,4,4,0.0769,3.5862,1.7461,1.6608
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2008,9,5,-2.8571,3.5000,0.7096,1.5000
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2008,10,19,-2.4286,5.0206,0.6870,0.4750
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2008,11,27,-5.0412,3.3790,-0.0671,-0.0515
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2008,12,24,-4.5978,5.1778,1.0219,1.5664
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2009,1,28,-6.6049,6.3125,-0.2093,0.2206
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2009,2,18,-7.2542,6.1081,-0.4914,-0.0723
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2009,3,3,-3.0577,1.3864,-0.1554,1.2051
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2009,9,4,-1.4783,0.4000,-0.5219,-0.5048
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2009,10,18,-2.2533,3.1857,1.1474,1.4647
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2009,11,24,-3.5070,5.5735,0.4458,0.3793
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2009,12,19,-1.8267,5.1429,0.7066,0.5882
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2010,1,31,-7.5333,16.6702,0.7866,0.2949
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2010,2,21,-3.7701,7.2817,1.1600,-0.0597
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2010,3,16,-4.4651,14.4808,1.0455,-0.0988
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2010,4,9,-4.1177,6.1515,1.4299,1.4286
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2010,9,11,-1.1482,8.0602,2.1770,1.2778
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2010,10,22,-5.1685,4.7195,1.0358,2.0327
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2010,11,29,-3.0000,12.6264,2.6448,2.0104
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2010,12,28,-4.5400,5.9293,0.8214,1.3474
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,1,30,-4.2680,22.1868,0.9641,-0.1762
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,2,24,-2.3478,9.4857,1.5819,1.2731
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,3,21,-5.1340,6.9600,0.7073,1.1798
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,4,16,-5.0000,7.1765,1.2771,0.8998
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,8,2,1.8182,1.8333,1.8257,1.8258
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,9,14,-2.0737,6.2000,0.9203,0.1567
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,10,27,-4.8116,7.8925,1.1402,1.3956
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,11,24,-3.1529,6.5000,1.0806,0.4968
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2011,12,29,-3.5895,5.4359,0.5546,0.5104
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,1,28,-2.2791,5.3265,1.6896,1.5893
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,2,25,-6.5667,13.2152,-0.3938,-0.6111
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,3,20,-6.0000,7.3973,-0.5056,-1.5219
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,4,16,-2.2353,10.3774,1.4407,0.6205
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,8,3,-0.5122,8.5588,5.0016,6.9583
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,9,17,-0.6667,4.6035,1.5380,1.1111
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,10,25,-5.5833,10.4048,1.2148,0.4375
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,11,29,-2.7582,7.0825,1.0105,0.2824
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2012,12,31,-7.3571,14.7340,-0.2815,-1.3100
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2013,1,31,-5.1600,6.3700,-0.5480,-0.8261
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2013,2,22,-6.1882,5.6809,0.1467,0.1158
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2013,3,22,-2.5217,5.9828,0.9942,1.3089
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2013,4,12,-8.6757,2.4746,-1.9870,-1.8368
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2013,9,16,-3.7500,6.4000,1.0227,0.7795
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2013,10,22,-3.4464,4.9268,0.7117,0.4057
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2013,11,29,-8.6868,5.5000,-0.6266,-1.3939
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kaijalia ,00001300,2013,12,27,-3.5796,8.3163,1.2131,0.6875
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2008,1,25,-5.3529,5.1149,1.0133,0.8800
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2008,2,25,-7.9420,11.7125,0.3278,0.8280
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2008,3,20,-5.1864,13.0000,0.6588,-0.1310
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2008,4,5,0.1111,1.5862,1.0052,1.0769
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2008,9,7,-4.8571,3.5000,-0.0716,0.2000
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2008,10,19,-2.4286,3.4607,0.8878,1.1212
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2008,11,28,-5.0206,5.1868,0.4801,0.5717
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2008,12,22,-4.5978,5.4937,1.7053,2.0675
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2009,1,28,-4.7790,8.3125,0.4459,0.4883
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2009,2,19,-7.2542,5.6452,-0.1392,0.7778
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2009,3,2,-2.0577,6.3864,2.1643,2.1643
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2009,9,4,-1.3846,1.4000,0.2280,0.4484
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2009,10,18,-2.2533,4.0962,1.1877,1.3213
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2009,11,23,-2.5070,6.5156,0.9529,1.2907
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2009,12,19,-2.8267,4.3571,1.1276,0.6324
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2010,1,31,-7.7053,11.6702,0.7221,1.2500
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2010,2,23,-1.7234,7.2292,1.9960,1.9403
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2010,3,18,-3.8154,10.4808,0.6907,-0.0868
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2010,4,9,-2.0370,5.3600,0.6521,-0.1176
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2010,9,11,-2.4762,6.5556,1.4498,1.8219
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2010,10,21,-8.0854,7.7195,1.8498,1.7241
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2010,11,29,-3.0000,17.3049,3.8862,2.4643
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2010,12,28,-4.5400,7.9293,1.0000,1.2774
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,1,30,-6.2680,25.1868,1.3641,0.4822
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,2,22,-3.3478,11.7579,2.3967,2.1131
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,3,21,-4.1340,6.9600,1.0762,1.4500
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,4,15,-5.0000,6.8000,1.2585,0.6491
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,8,2,3.8182,3.8333,3.8257,3.8258
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,9,15,-1.9535,5.8125,1.3201,1.7000
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,10,27,-3.8116,6.2118,0.9550,1.3667
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,11,22,-2.1837,6.8261,1.6172,0.7341
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2011,12,27,-2.6868,7.0625,1.4627,0.8351
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,1,28,-1.2791,5.9677,1.7967,1.5824
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,2,25,-5.5667,13.2152,0.1261,-0.5806
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,3,22,-4.1717,11.7971,1.5734,1.7431
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,4,17,-2.1702,9.3774,1.3700,0.7647
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,8,3,-2.5122,10.5588,4.6683,5.9583
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,9,15,-2.6667,5.6035,1.3985,0.4884
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,10,25,-5.5833,10.4048,1.9748,1.5960
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,11,29,-5.0435,8.5714,1.0450,0.9012
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2012,12,31,-6.3571,10.7340,-0.3460,-0.0920
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2013,1,31,-5.1327,4.9474,0.1293,-0.2062
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2013,2,23,-6.1882,4.6809,0.1741,0.3939
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2013,3,20,-4.9474,5.9828,0.5422,0.3966
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2013,4,12,-6.4400,3.5641,-1.2370,-1.3268
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2013,9,17,-4.3448,6.4000,0.6029,0.2500
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2013,10,22,-3.6032,4.9048,0.3480,0.3100
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2013,11,29,-7.6868,6.5422,-0.7645,-1.0421
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Samalbong ,00001400,2013,12,26,-2.3980,8.3163,1.9831,1.5599
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2008,1,25,-3.9000,5.9016,1.2933,1.3111
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2008,2,25,-7.3793,11.7125,-0.2321,0.0244
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2008,3,20,-6.6667,13.0000,0.4088,-0.2470
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2008,4,6,0.1111,3.0652,1.5152,1.3316
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2008,9,8,-2.8571,2.0278,0.0657,0.3500
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2008,10,19,-1.5641,4.4750,0.4667,0.3163
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2008,11,28,-5.0412,7.1868,0.5515,0.9843
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2008,12,22,-4.5978,9.1778,1.7136,1.5286
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2009,1,29,-5.6049,9.3125,-0.1139,-0.3788
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2009,2,20,-7.2542,5.1897,-0.0608,0.4676
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2009,3,2,-2.0577,4.3864,1.1643,1.1643
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2009,9,4,-1.6250,1.4000,-0.5219,-0.9314
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2009,10,18,-2.2533,3.1846,0.2988,0.0544
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2009,11,24,-4.0118,4.5735,0.9245,0.9192
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2009,12,19,-2.8267,4.5882,0.8213,0.6324
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,1,31,-7.7053,13.6702,-0.3101,-0.7172
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,2,22,-1.7042,7.2292,1.8450,0.6990
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,3,15,-3.4651,15.4808,1.0934,-0.9180
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,4,9,-4.0370,4.1515,-0.2367,-1.1176
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,8,1,1.6000,1.6000,1.6000,1.6000
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,9,11,-0.8675,6.5556,2.1770,1.8519
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,10,22,-8.0854,6.7195,1.0813,1.1778
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,11,28,-3.0000,17.3049,3.2187,1.2723
WEST BENGAL ,19,Darjiling ,01,Darjeeling Pulbazar ,0001,,Kolbong ,00001500,2010,12,29,-4.5400,4.7083,0.4087,0.3626
