StateName,StateCode,DistrictName,DistrictCode,SubDistrictName,SubDistrictCode,Constituency,VillageName,VillageCode,Year,Month,Count,Min,Max,Mean,Median
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2009,3,2,-2.0577,8.3864,3.1643,3.1643
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2009,9,4,-2.3846,3.4000,-0.0219,-0.5516
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2009,10,18,-2.4066,9.9714,2.3937,1.5933
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2009,11,23,-4.0118,11.9286,2.8912,2.2907
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2009,12,20,-3.8267,8.0323,0.9048,0.5823
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2010,1,30,-6.7053,11.6702,0.5149,0.3705
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2010,2,22,-2.7722,9.2766,1.1217,0.3953
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2010,3,16,-4.0968,7.4808,0.7913,-0.5196
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2010,4,9,0.7407,10.1515,4.3188,2.3111
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2010,9,15,-1.5833,7.5556,2.5705,2.8219
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2010,10,23,-3.2759,11.4714,0.8758,0.3548
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2010,11,27,-4.9783,22.0000,4.7295,3.7971
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2010,12,28,-3.5400,8.3626,1.5617,0.5067
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,1,30,-4.2680,20.1868,1.8975,1.8855
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,2,25,-1.3478,14.7579,3.6985,1.9268
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,3,20,-4.1340,6.4647,1.0816,0.8492
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,4,13,-1.2157,7.8000,2.7989,1.4355
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,8,2,1.3333,2.8333,2.0833,2.0833
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,9,14,-0.9535,8.8000,3.4481,3.1448
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,10,27,-0.2603,17.3763,4.6588,3.7375
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,11,22,-1.8100,13.3854,4.8601,5.4372
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2011,12,28,-1.5895,12.4359,4.5265,2.9589
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,1,28,-0.3711,12.5773,3.6896,2.8297
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,2,23,-4.5667,8.1177,2.4791,2.6471
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,3,22,-1.9697,18.1406,5.1643,5.0219
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,4,15,-1.8182,7.0870,2.2809,2.7692
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,8,3,-0.5122,13.9583,8.6683,12.5588
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,9,13,-2.3966,9.5641,3.4869,4.1864
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,10,27,-4.5833,11.7927,2.9010,2.0612
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,11,28,-3.9359,14.0825,2.7486,2.1121
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2012,12,31,-6.3571,9.9792,1.8797,1.3737
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2013,1,30,-6.1600,14.5521,2.3621,1.1599
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2013,2,22,-4.1270,9.0845,2.9609,3.2130
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2013,3,21,-1.5902,9.3667,3.3843,2.9649
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2013,4,12,-3.1282,12.1475,3.9296,2.7373
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2013,9,18,-2.5172,11.8214,1.8599,0.6144
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2013,10,21,-2.2727,8.9268,2.3094,2.5376
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2013,11,29,-6.6868,10.8864,1.4423,0.5000
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Kambal Tea Garden ,00004700,2013,12,28,-1.5796,9.6327,2.6828,1.9852
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2008,1,26,-5.3529,8.8209,1.5703,1.4687
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2008,2,24,-7.9420,9.7125,0.3587,0.5528
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2008,3,17,-5.1864,11.2931,1.4547,0.8125
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2008,4,4,-2.8889,3.2105,0.9961,1.8316
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2008,9,7,-1.8571,10.5000,2.6080,1.4054
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2008,10,19,-3.3539,9.3415,1.0439,0.4750
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2008,11,28,-6.7241,9.3936,1.0158,1.0223
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2008,12,23,-1.3836,8.1778,1.2961,1.0600
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2009,1,28,-5.7790,9.3125,0.2192,0.3522
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2009,2,18,-8.4881,8.7778,0.0245,-0.0723
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2009,3,2,-2.0577,5.3864,1.6643,1.6643
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2009,9,4,-1.6250,1.4000,-0.7719,-1.4314
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2009,10,19,-3.0899,10.9714,1.5855,1.1857
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2009,11,23,-4.5070,9.4177,1.2826,1.2692
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2009,12,19,-2.8267,3.1429,0.2863,-0.1081
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2010,1,29,-8.5333,9.6702,-0.4069,-0.0588
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2010,2,22,-3.6818,6.9412,0.9399,0.4530
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2010,3,16,-4.4651,6.0862,0.4501,0.3528
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2010,4,9,-6.0370,9.1515,0.5410,-0.2439
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2010,9,14,-2.4762,6.5556,2.7728,2.7740
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2010,10,23,-7.1685,8.5775,1.3874,1.9423
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2010,11,26,-4.9783,14.6282,2.8427,2.3986
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2010,12,28,-4.5400,11.9293,1.4546,0.2835
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,1,30,-4.2680,13.1868,0.5641,0.0162
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,2,25,-1.8022,12.3699,2.6985,1.1831
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,3,21,-4.8202,5.5263,0.3634,0.1053
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,4,13,-2.3958,6.8000,2.1835,1.4355
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,8,3,1.3333,9.8182,4.3282,1.8333
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,9,14,-1.9535,5.8125,2.4598,2.3583
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,10,27,-1.8116,9.2118,3.2513,3.3636
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,11,22,-2.1529,13.2990,3.4965,3.3858
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2011,12,28,-1.7980,16.0625,4.2765,4.3636
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,1,28,-2.1200,12.5773,3.3324,2.5855
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,2,24,-4.5667,10.7439,1.8307,1.6219
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,3,22,-1.7059,13.6579,3.4243,2.0794
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,4,15,-4.5283,7.3774,2.4143,1.8298
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,8,4,-2.5122,11.5588,5.1262,5.7292
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,9,14,-0.8864,8.1687,2.4941,1.6217
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,10,27,-5.5833,7.0633,0.9389,1.1687
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,11,28,-5.0619,11.0825,1.1058,0.6052
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2012,12,31,-6.3571,8.7340,0.3636,0.4500
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2013,1,30,-5.1600,10.5521,1.7954,1.7616
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2013,2,24,-6.1882,7.3380,1.6915,1.4471
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2013,3,20,-3.0351,8.0800,1.4974,0.7288
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2013,4,12,-3.1282,12.1475,4.5129,4.5193
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2013,9,17,-2.6000,5.1778,0.9173,1.1667
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2013,10,21,-3.2727,8.9268,1.6125,1.7500
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2013,11,29,-7.6868,7.6957,0.7182,-0.1134
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Teesta Valley Forest ,00004800,2013,12,28,-2.3980,7.2021,2.0400,2.0802
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2008,1,26,-5.3529,8.8209,1.8780,1.9020
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2008,2,24,-7.9420,9.7125,0.6504,0.9753
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2008,3,16,-5.1864,11.2931,1.1337,0.7202
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2008,4,4,-1.8889,3.2105,0.9961,1.3316
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2008,9,6,-1.8571,5.0278,1.5821,1.2027
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2008,10,20,-1.9794,7.3415,1.0981,0.8687
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2008,11,28,-6.7241,9.3936,1.0515,1.0024
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2008,12,25,-2.6768,8.1778,1.0829,0.8788
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2009,1,28,-3.3889,9.3125,0.0406,-0.4477
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2009,2,18,-8.4881,8.7778,-0.2532,-0.5915
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2009,3,2,-2.0577,7.3864,2.6643,2.6643
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2009,9,4,-1.6250,1.4000,-0.7719,-1.4314
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2009,10,18,-2.2533,10.9714,1.8203,0.7090
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2009,11,23,-3.5070,9.4177,1.5434,1.0149
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2009,12,19,-2.8267,5.1429,0.1811,-0.1081
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2010,1,29,-8.5333,9.6702,-0.7172,-0.6029
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2010,2,22,-2.7654,6.4342,0.8945,1.3182
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2010,3,16,-4.4651,6.0862,-0.1123,-0.1484
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2010,4,9,-6.0370,9.1515,0.8743,0.7561
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2010,9,13,-1.5769,6.5556,2.9527,2.9706
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2010,10,23,-8.0854,8.5775,0.7787,1.5053
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2010,11,26,-4.9783,16.6282,2.9581,1.9643
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2010,12,28,-4.5400,11.9293,1.1332,0.2835
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,1,30,-6.2680,13.1868,0.5641,-0.0859
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,2,25,-1.8022,12.3699,2.9385,1.1831
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,3,21,-4.8202,7.4500,0.4587,0.0000
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,4,13,-2.3958,6.8000,2.1066,1.4355
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,8,3,1.3333,7.8182,3.9949,2.8333
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,9,14,-1.8429,5.8125,2.1740,1.7440
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,10,27,-1.8116,9.2118,2.8069,3.3636
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,11,22,-2.1529,13.2990,3.1329,2.8367
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2011,12,28,-2.3000,8.5699,2.9908,3.4084
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,1,27,-2.1200,10.1304,2.8384,1.4111
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,2,24,-5.5667,9.5412,2.0391,1.9615
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,3,22,-1.7059,13.6579,3.6061,2.3538
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,4,15,-4.5283,7.3774,2.0809,2.7647
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,8,3,-2.5122,9.5588,5.3349,8.9583
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,9,14,-0.8864,6.1687,2.0655,1.5958
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,10,26,-5.5833,9.1687,1.1714,1.2130
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,11,28,-5.7177,11.0825,0.6058,0.4989
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2012,12,31,-6.3571,7.7340,0.2668,0.0000
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2013,1,30,-5.1600,9.1600,0.8621,1.1935
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2013,2,25,-6.1882,7.3380,1.1100,1.0889
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2013,3,20,-3.1791,8.0800,0.8737,0.2298
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2013,4,12,-6.4400,11.8421,3.3463,3.4646
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2013,9,17,-2.6000,5.1778,0.9761,1.1667
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2013,10,21,-2.0316,11.5376,1.8983,1.5357
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2013,11,29,-7.6868,7.6957,0.5802,1.3187
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Lapchu Tea Garden ,00004900,2013,12,28,-3.1010,9.2021,1.0757,0.4519
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2008,1,26,-3.3529,6.1149,1.2241,0.8777
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2008,2,25,-6.3793,8.7125,0.4085,0.4105
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2008,3,17,-4.6667,12.0000,0.8976,0.6087
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2008,4,4,1.1111,3.0769,1.9961,1.8984
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2008,9,9,-0.8571,4.1482,1.4138,1.0000
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2008,10,20,-3.4286,3.9091,-0.1174,-0.3449
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2008,11,28,-4.8132,4.6625,-0.1270,0.1774
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2008,12,24,-1.6768,8.1778,1.4491,1.2354
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2009,1,27,-4.7790,9.3125,0.1824,0.1404
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2009,2,20,-6.4881,6.1607,0.0462,0.4176
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2009,3,2,-1.0577,2.3864,0.6643,0.6643
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2009,9,3,-0.4783,2.4000,0.5123,-0.3846
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2009,10,19,-3.0899,6.9714,0.9770,0.1857
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2009,11,24,-2.5070,8.4177,0.4781,0.4032
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2009,12,21,-2.8267,3.3793,0.2528,0.5882
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2010,1,30,-7.5333,5.6702,-0.6288,-0.4718
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2010,2,21,-2.0909,3.3636,0.7791,1.2278
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2010,3,16,-2.0968,19.0820,3.5126,1.7902
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2010,4,9,-7.0370,12.2759,2.3188,2.7407
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2010,9,13,-1.5769,7.5556,2.3099,1.9706
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2010,10,22,-9.0854,5.6500,0.3622,1.1276
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2010,11,26,-3.5357,11.6282,2.6504,2.0224
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2010,12,30,-4.5400,8.2881,0.5170,0.0215
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,1,30,-5.2680,20.1868,0.8641,0.0818
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,2,25,-3.4815,9.0349,1.9385,1.3433
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,3,21,-5.1340,6.5263,0.8872,1.7377
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,4,13,-1.0750,6.6491,2.8758,2.2113
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,8,3,1.3333,4.8182,2.6616,1.8333
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,9,15,-2.9535,5.8125,1.0395,0.7027
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,10,27,-1.4409,6.3956,1.9180,1.1828
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,11,23,-2.8100,6.2990,1.1923,0.5816
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2011,12,28,-2.5612,10.5816,1.5265,0.8814
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2012,1,27,-3.1200,7.8100,1.2829,1.1000
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2012,2,24,-5.5667,6.9756,0.2474,0.0900
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2012,3,20,-3.0476,16.6579,2.8254,2.6111
WEST BENGAL ,19,Darjiling ,01,Rangli Rangliot ,0002,,Peshok Tea Garden ,00005000,2012,4,13,-3.5283,5.9412,0.9569,0.7436
