19 00 0000 00000000 WEST BENGAL
19 01 0000 00000000 Darjiling
19 01 0001 00000000 Darjeeling Pulbazar
19 01 0001 00000100 Singalila Forest
19 01 0001 00000200 Rimbick
19 01 0001 00000300 Namla
19 01 0001 00000400 Lodhama
19 01 0001 00000500 Hatta
19 01 0001 00000600 Dangia
19 01 0001 00000700 Singbhumdera
19 01 0001 00000800 Majua
19 01 0001 00000900 Kankibong
19 01 0001 00001000 Jhepi
19 01 0001 00001100 Lamagaon
19 01 0001 00001200 Relling
19 01 0001 00001300 Kaijalia
19 01 0001 00001400 Samalbong
19 01 0001 00001500 Kolbong
19 01 0001 00001600 Murmidong
19 01 0001 00001700 Karmi
19 01 0001 00001800 Goke
19 01 0001 00001900 Bijanbari
19 01 0001 00002000 Chongtong Tea Garden
19 01 0001 00002100 Liza Hill Tea Garden
19 01 0001 00002200 Barnesbeg Tea Garden
19 01 0001 00002300 Singla Tea Garden
19 01 0001 00002400 Rangli Forest
19 01 0001 00002500 Badamtam Tea Garden
19 01 0001 00002600 Ging Tea Garden
19 01 0001 00002700 Banockburn Tea Garden
19 01 0001 00002800 Phubsering Tea Garden
19 01 0001 00002900 Rungneet Tea Garden
19 01 0001 00003000 Patliabas Forest
19 01 0001 00003100 Tukvar Tea Garden
19 01 0001 00003200 Lebong Tea Garden
19 01 0001 00003300 Soom Tea Garden
19 01 0001 00003400 Sum Forest
19 01 0001 00003500 Singtam Tea Garden
19 01 0001 00003600 Happy Valley Tea Garden
19 01 0001 00003700 Arya Tea Garden
19 01 0001 00003800 Rishihat Tea Garden
19 01 0001 00003900 Rishihat Khasmahal
19 01 0001 00004000 Barbatia Khasmahal
19 01 0001 00004100 Bloomfield Tea Garden
19 01 0001 00004200 Darjiling (P)
19 01 0001 00004300 Alubari Tea Garden
19 01 0001 00004400 Lebong & Mineral Spring Tea Garden
19 01 0001 00004500 Pandam Tea Garden
19 01 0001 00004600 Alubari Basty
19 01 0002 00000000 Rangli Rangliot
19 01 0002 00004700 Kambal Tea Garden
19 01 0002 00004800 Teesta Valley Forest
19 01 0002 00004900 Lapchu Tea Garden
19 01 0002 00005000 Peshok Tea Garden
19 01 0002 00005100 Bara Mungwa
19 01 0002 00005200 Chhota Mungwa
19 01 0002 00005300 Takling Khasmahal
19 01 0002 00005400 Soriang Khasmahal
19 01 0002 00005500 Chegra Khasmahal
19 01 0002 00005600 Kolbong Khasmahal
19 01 0002 00005700 Rayak Khasmahal
19 01 0002 00005800 Lingding Khasmahal
19 01 0002 00005900 Hum Tukdah Khasmahal
19 01 0002 00006000 Tukdah Forest
19 01 0002 00006100 Lapchu Khasmahal
19 01 0002 00006200 Singringtam
19 01 0002 00006300 Manedara
19 01 0002 00006400 Tukdah
19 01 0002 00006500 Tukdh Tea Garden
19 01 0002 00006600 Dawaipani
19 01 0002 00006700 Pubong Khasmahal
19 01 0002 00006800 Rangli Rangliot Tea Garden
19 01 0002 00006900 Gielie Tea Garden
19 01 0002 00007000 Teesta Valley Tea Garden
19 01 0002 00007100 Pumong Tea Garden
19 01 0002 00007200 Reshop Bazar
19 01 0002 00007300 Labda Khasmahal
19 01 0002 00007400 Mangpu Cinchona Plantation
19 01 0002 00007500 Rong Chong Khasmahal
19 01 0003 00000000 Kalimpong -I
19 01 0003 00007600 Bhalukhop Forest
19 01 0003 00007700 Homes St.And Graihms
19 01 0003 00007800 Kaffir Forest
19 01 0003 00007900 Kaffir Khasmahal
19 01 0003 00008000 Kanke Bong Khasmahal
19 01 0003 00008100 Icha Khasmahal
19 01 0003 00008200 Pudung Khasmahal
19 01 0003 00008300 Sindibong Khasmahal
19 01 0003 00008400 Dungra Khasmahal
19 01 0003 00008500 Bhalukhop Khasmahal
19 01 0003 00008600 Kalimpong Dansong Forest
19 01 0003 00008700 Mangber Forest
19 01 0003 00008800 Tista Bazar D.I.F.
19 01 0003 00008900 Mangwa Forest
19 01 0003 00009000 Tashiding Forest
19 01 0003 00009100 Kalimpong Khasmahal
19 01 0003 00009200 Bong Khasmahal
19 01 0003 00009300 Yokprintam Khasmahal
19 01 0003 00009400 Slokbhir Khasmahal
19 01 0003 00009500 Samalbong Khasmahal
19 01 0003 00009600 Lulagaon Khasmahal
19 01 0003 00009700 Lulagaon Forest
19 01 0003 00009800 Pemling Forest
19 01 0003 00009900 Pemling Khasmahal
19 01 0003 00010000 Nimbong Khasmahal
19 01 0003 00010100 Nobgaon Khasmahal
19 01 0003 00010200 Paringar Khasmahal
19 01 0003 00010300 Samther Forest
19 01 0003 00010400 Samether Khasmahal
19 01 0003 00010500 Singi Khasmahal
19 01 0003 00010600 Tunang Forest
19 01 0003 00010700 Comesi Forest
19 01 0003 00010800 Ringking Pong Forest
19 01 0003 00010900 Riyong Forest
19 01 0003 00011000 Turzam Forest
19 01 0003 00011100 Rambi Bazar D.I.F.
19 01 0003 00011200 Riayang Railway Station
19 01 0003 00011300 Birik Forest
19 01 0003 00011400 Mazeok Forest
19 01 0003 00011500 Suruk Khasmahal
19 01 0003 00011600 Lish Catchment Area Forest
19 01 0003 00011700 Yang Makum Khasmahal
19 01 0003 00011800 Gulling Forest
19 01 0003 00011900 Panbu Forest
