09 00 0000 00000000 UTTAR PRADESH
09 01 0000 00000000 Saharanpur
09 01 0001 00000000 Behat
09 01 0001 00000100 Rehna
09 01 0001 00000200 Faizabad
09 01 0001 00000300 Maya Rooppur
09 01 0001 00000400 Mohd. Shafipur
09 01 0001 00000500 Fatehpur
09 01 0001 00000600 Arifpur
09 01 0001 00000700 Tanda
09 01 0001 00000800 Qasimpur Mazra Padli
09 01 0001 00000900 Noorpur Urf Bharawad
09 01 0001 00001000 Mohidinpur
09 01 0001 00001100 Ali Akbarpur
09 01 0001 00001200 Badkala
09 01 0001 00001300 Roshanpur Pelon
09 01 0001 00001400 Sherpur Pelon
09 01 0001 00001500 Habibpur Alis Tapoban
09 01 0001 00001600 Haiderpur Alis Hinduwala
09 01 0001 00001700 Barkalan
09 01 0001 00001800 Inderapur Bhawan
09 01 0001 00001900 Inderpur Talara
09 01 0001 00002000 Rampur
09 01 0001 00002100 Mohammedpur Jhanjhar
09 01 0001 00002200 Dost Hashimpur
09 01 0001 00002300 Mirzapur Pole
09 01 0001 00002400 Shahpur Garha
09 01 0001 00002500 Madathi Aht
09 01 0001 00002600 Madathi Must
09 01 0001 00002700 Khairi Must
09 01 0001 00002800 Khairi Aht
09 01 0001 00002900 Chhajja Must
09 01 0001 00003000 Chhajja Aht
09 01 0001 00003100 Akbarpur Bans Aht
09 01 0001 00003200 Akbarpur Bans Must
09 01 0001 00003300 Shahpur Bans Must
09 01 0001 00003400 Shahpur Bans Aht
09 01 0001 00003500 Alauddinpur Bans Aht
09 01 0001 00003600 Mahmoodpur Nagli Aht
09 01 0001 00003700 Arazi Zevari Aht
09 01 0001 00003800 Alauddinpur Bans Must
09 01 0001 00003900 Mahmoodpur Nagli Must
09 01 0001 00004000 Masoodpur Garh Must
09 01 0001 00004100 Masoodpur Aht
09 01 0001 00004200 Nityanandpur Aht
09 01 0001 00004300 Nityanandpur Must
09 01 0001 00004400 Arazi Zevari Must
09 01 0001 00004500 Said Mohdpur Garh Must
09 01 0001 00004600 Said Mohdpur Garh Aht
09 01 0001 00004700 Husainpur
09 01 0001 00004800 Ismailpur Mazra Padali
09 01 0001 00004900 Sikanderpur
09 01 0001 00005000 Matka
09 01 0001 00005100 Noshera Tatarpur
09 01 0001 00005200 Padali Grant
09 01 0001 00005300 Pur Bans Must
09 01 0001 00005400 Pur Bans Aht
09 01 0001 00005500 Chak Matka
09 01 0001 00005600 Murtazapur Shaoor
09 01 0001 00005700 Mahmoodpur Mazra Raipur
09 01 0001 00005800 Raipur
09 01 0001 00005900 Chak Mahmoodpur
09 01 0001 00006000 Kasimpur Khas
09 01 0001 00006100 Malakpur
09 01 0001 00006200 Alamgeerpursani
09 01 0001 00006300 Khawaspur
09 01 0001 00006400 Wazeedpur
09 01 0001 00006500 Bhikhanpur
09 01 0001 00006600 Alipura
09 01 0001 00006700 Abdullapur Mazara Naugaun
09 01 0001 00006800 Saleemabad
09 01 0001 00006900 Kashipur
09 01 0001 00007000 Adarakpur
09 01 0001 00007100 Razapur
09 01 0001 00007200 Ahmadpur
09 01 0001 00007300 Bahadurpur
09 01 0001 00007400 Mugulpur
09 01 0001 00007500 Shahpur
09 01 0001 00007600 Begpur
09 01 0001 00007700 Chak Abawakarpur
09 01 0001 00007800 Hasanpur
09 01 0001 00007900 Ababarakpur
09 01 0001 00008000 Shamaspur
09 01 0001 00008100 Bakhtpur
09 01 0001 00008200 Belka Tofeer
09 01 0001 00008300 Belka Mafi
09 01 0001 00008400 Khushhalpur
09 01 0001 00008500 Asgarpur Must
09 01 0001 00008600 Asgarpur Aht
09 01 0001 00008700 Farakpur
09 01 0001 00008800 Chak Farakpur
09 01 0001 00008900 Taharpur
09 01 0001 00009000 Mahmoodpur
09 01 0001 00009100 Fatehullapur
09 01 0001 00009200 Sherullapur Aht
09 01 0001 00009300 Sherullapur Must
09 01 0001 00009400 Ismailpur Must
09 01 0001 00009500 Fatehullapur Must
09 01 0001 00009600 Chak Shah Fazil
09 01 0001 00009700 Meerpur Gandevar
09 01 0001 00009800 Ismailpur Aht
09 01 0001 00009900 Ambehta
09 01 0001 00010000 Shahzadpur Bans Aht
09 01 0001 00010100 Shahzadpur Bans Must
09 01 0001 00010200 Kasbagarh
09 01 0001 00010300 Lateefpur Bhoor
09 01 0001 00010400 Aboo Talabpur
09 01 0001 00010500 Bartha Korasi
09 01 0001 00010600 Aslampur Bartha
